J1, 70.74, 25.40, 180.00, FTSH-102-05-F-DV, FTSH-102-XX-YYY-DV
J3, 21.46, 26.42, 90.00, FTSH-120-05-F-DV, FTSH-120-XX-YYY-DV
J4, 83.82, 27.05, 90.00, FTSH-108-05-F-DV-A, FTSH-108-XX-YYY-DV-A
